fecha y hora,id,Temperatura
2021-07-30 13:57:10 UTC,354431,20
2021-07-30 13:58:10 UTC,354432,21
2021-07-30 13:59:10 UTC,354433,20
2021-07-30 14:00:10 UTC,354434,21
2021-07-30 14:01:10 UTC,354435,20
