fecha y hora,id,Precipitacion
2021-07-30 13:57:10 UTC,354431,0
2021-07-30 13:58:10 UTC,354432,0
2021-07-30 13:59:10 UTC,354433,0
2021-07-30 14:00:10 UTC,354434,0
2021-07-30 14:01:10 UTC,354435,0
